 ,Label,Area,Mean,Min,Max,Circ.,IntDen,RawIntDen,AR,Round,Solidity
55,ctrl-og-15000-T.jpg,4473,255,255,255,0.610,1140615,1140615,1.864,0.537,0.894
56,ctrl-og-15000-T.jpg,5713,255,255,255,0.686,1456815,1456815,1.252,0.799,0.944
57,ctrl-og-15000-T.jpg,4542,255,255,255,0.725,1158210,1158210,1.121,0.892,0.899
58,ctrl-og-15000-T.jpg,6479,255,255,255,0.564,1652145,1652145,1.021,0.979,0.789
59,ctrl-og-15000-T.jpg,3844,255,255,255,0.533,980220,980220,1.996,0.501,0.810
60,ctrl-og-15000-T.jpg,8218,255,255,255,0.483,2095590,2095590,1.513,0.661,0.756
61,ctrl-og-15000-T.jpg,7828,255,255,255,0.557,1996140,1996140,2.642,0.379,0.904
62,ctrl-og-15000-T.jpg,3508,255,255,255,0.547,894540,894540,2.484,0.403,0.843
63,ctrl-og-15000-T.jpg,5505,255,255,255,0.785,1403775,1403775,1.247,0.802,0.948
64,ctrl-og-15000-T.jpg,3511,255,255,255,0.662,895305,895305,1.433,0.698,0.909
65,ctrl-og-15000-T.jpg,4075,255,255,255,0.784,1039125,1039125,1.258,0.795,0.956
66,ctrl-og-15000-T.jpg,9689,255,255,255,0.787,2470695,2470695,1.462,0.684,0.960
67,ctrl-og-15000-T.jpg,3722,255,255,255,0.699,949110,949110,1.851,0.540,0.928
68,ctrl-og-15000-T.jpg,1537,255,255,255,0.686,391935,391935,1.548,0.646,0.936
69,ctrl-og-15000-T.jpg,4755,255,255,255,0.676,1212525,1212525,1.307,0.765,0.894
70,ctrl-og-15000-T.jpg,16945,255,255,255,0.363,4320975,4320975,2.336,0.428,0.681
71,ctrl-og-15000-T.jpg,7874,255,255,255,0.640,2007870,2007870,2.152,0.465,0.946
72,ctrl-og-15000-T.jpg,5043,255,255,255,0.632,1285965,1285965,1.681,0.595,0.911
73,ctrl-og-15000-T.jpg,2442,255,255,255,0.725,622710,622710,1.420,0.704,0.927
74,ctrl-og-15000-T.jpg,2609,255,255,255,0.788,665295,665295,1.244,0.804,0.944
75,ctrl-og-15000-T.jpg,3597,255,255,255,0.727,917235,917235,1.631,0.613,0.939
76,ctrl-og-15000-T.jpg,2728,255,255,255,0.639,695640,695640,1.898,0.527,0.922
77,ctrl-og-15000-T.jpg,4125,255,255,255,0.543,1051875,1051875,2.385,0.419,0.881
78,ctrl-og-15000-T.jpg,3489,255,255,255,0.704,889695,889695,1.492,0.670,0.929
79,ctrl-og-15000-T.jpg,2760,255,255,255,0.607,703800,703800,2.129,0.470,0.925
80,ctrl-og-15000-T.jpg,4015,255,255,255,0.623,1023825,1023825,2.438,0.410,0.896
81,ctrl-og-15000-T.jpg,7483,255,255,255,0.670,1908165,1908165,1.605,0.623,0.924
82,ctrl-og-15000-T.jpg,7476,255,255,255,0.587,1906380,1906380,2.381,0.420,0.941
83,ctrl-og-15000-T.jpg,3825,255,255,255,0.590,975375,975375,1.441,0.694,0.849
84,ctrl-og-15000-T.jpg,3950,255,255,255,0.588,1007250,1007250,2.575,0.388,0.934
85,ctrl-og-15000-T.jpg,6865,255,255,255,0.727,1750575,1750575,1.850,0.541,0.954
